image/width,image/height,image/object/part/Head/center/x,image/object/part/Head/center/y,image/object/part/Head/score,image/object/part/LShoulder/center/x,image/object/part/LShoulder/center/y,image/object/part/LShoulder/score,image/object/part/RShoulder/center/x,image/object/part/RShoulder/center/y,image/object/part/RShoulder/score,image/object/part/LElbow/center/x,image/object/part/LElbow/center/y,image/object/part/LElbow/score,image/object/part/RElbow/center/x,image/object/part/RElbow/center/y,image/object/part/RElbow/score,image/object/part/LWrist/center/x,image/object/part/LWrist/center/y,image/object/part/LWrist/score,image/object/part/RWrist/center/x,image/object/part/RWrist/center/y,image/object/part/RWrist/score,image/object/part/LHip/center/x,image/object/part/LHip/center/y,image/object/part/LHip/score,image/object/part/RHip/center/x,image/object/part/RHip/center/y,image/object/part/RHip/score,image/object/part/LKnee/center/x,image/object/part/LKnee/center/y,image/object/part/LKnee/score,image/object/part/RKnee/center/x,image/object/part/RKnee/center/y,image/object/part/RKnee/score,image/object/part/LFoot/center/x,image/object/part/LFoot/center/y,image/object/part/LFoot/score,image/object/part/RFoot/center/x,image/object/part/RFoot/center/y,image/object/part/RFoot/score
295.0,350.0,0.5424,0.0857,1.0,0.4475,0.1714,1.0,0.6373,0.1714,1.0,0.3661,0.28,1.0,0.7322,0.3029,1.0,0.3797,0.4686,1.0,0.7051,0.4686,1.0,0.4881,0.44,1.0,0.6237,0.44,1.0,0.4271,0.6571,1.0,0.6644,0.6571,1.0,0.4136,0.8571,1.0,0.7977,0.7937,1.0
